,title,body,rating,product
94,Great mouse for day to day work,This is a Great mouse for day to day work on your laptop or desktop.This mouse is not for gaming,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
95,Best for official use,"Hold it for longer wont get the pain, its very ergonomic in shape and size.Cost wise very economical and lasts longer.Not for gamersOnly for office users and best in current market standards.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
96,Best for what you pay,"This mouse, as cheap as it costed, delivered a very decent experience.It is easy to use, it is light weight, the wire is more than long enough, buttons are clicky and track wheel is smooth.Everything that you can want from a mouse in this price range.Overall, this product has perfectly delivered on my expectations.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
97,One of the best,It is one of the best mouses to use. I have purchased it multiple times and it never fails me in the quality part also it is quite study and just works like a charm.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
98,Good for day 2 day use,I bought it for my Kid and for day to day use it is good.. Sensitivity and ease of handling is perfect for the kids..,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
99,Good full sized mouse,A full size mouse for desktop or laptop. Easy to hold and work with. Wired and so unlikely to have connectivity issues easily. Not for gaming though. Design is classic.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
100,not suitable for precise works.,"good for regular home use.but, not suitable for precise works like drawing and designing. As i experienced its optical sensor does not respond on small movements of mouse.",2.0,Dell MS116 1000DPI USB Wired Optical Mouse
101,Misrepresentation of country of origin,While the product details mention country of origin as India. The product I received has country or origin as China. Would appreciate Amazon to not display incorrect information,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
102,Good product for office and study purpose,"Good quality, little big for my kid online class purpose. Suitable for office purpose mostly",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
103,Good product,Nice and original product.working very smooth with my computer.overall very happy.value for money.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
104,"Very good product, go for it.","Very good package from Dell in this price point. The mouse can be easily fitted in your hands, except if your hands are too small.Overall good design, only thing I didn't like, there is no Dell logo on the front of the mouse. You'll find a small Dell logo on the back.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
105,Light weight,I am using this mouse for last one month. Extremely light compared to other brand's mouse. Price is also very competitive. I will definitely this recommend this mouse.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
106,A really good overall mouse,The mouse feels really good in hand. The cable length of the mouse is sufficient enough. The clicks gives great feedback. Gaming with this mouse is really good. Also the price of the mouse is very pocket friendly. I highly recommend this mouse.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
107,Go for it .... Nice product 👍👍,Go for it without a second thought 👍👍👍... I am an IT professional and found it comfortable while working from home.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
108,Product as expected,"This is not a gaming mousd, however for office work it is the best which can run on any surface.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
109,DELL perfect! Wire can improve,"It is perfectly functioning. Reinforces confidence in DELL. I use it for laptop. After each use, I roll the wire and keep it away. Due to rolling the wire doesn't get straightened easily. I wish they would use a more flexible wire.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
110,VERY NICE PRODUCT FROM DELL,"The mouse is very easy to hold and light weighted, it also don't produce sound while scrolling. Very ggod product in such a low price with warranty.YOU SHOULD BUY IT.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
111,Ergonomic and usable for long hours,Sturdy and smooth mouse . Lasts long and buttons are very smooth and the mouse is comfortable . Value for money .,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
112,Perfect one,It’s very perfect for me. Happy to buy it because I’m using same brand In my office as well,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
113,Good Product,Good product and no additional software installation required. Appears to be durable too.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
114,Better options available than this,Clicks not work properly used within a month.Not a light weight pain full if using for long hoursShould Avoid this,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
115,Good mouse,Good mouse but not suitable for high performance gaming as it has limited buttons.it is good for general purpose.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
116,Superb mouse!,Light weight yet the buttons are stable. Scroll wheel is also smooth. Highly recommended.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
117,Good,"After 2-3 months of used, good product. Good sensitive according to this price range. Dell give great product",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
118,"Not too good, not to bad",First of all... If compared to its price range it was awesome... But listen for gaming it isn't good at all! I recommend you buy Logitech g102 or ant eSports gm300 etc. It cant drag click so minecraft players... No need to buy this... Over all a 2.75/5 experience for me 😐,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
119,Not up to the mark. Kind of Ok,Mouse of OK for general use but definitely not for gaming. Quality not up to the mark.,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
120,Fantastic and marvelous,Really!! I was surprised by the product delivered to me...first thing is it fits my big palm and mouse buttons are smooth and delicate for use... Secondly I never expected the mouse to be affordable for this rate and thirdly a happy man after 3 months I am using my mouse for WFH....thanks DELL and Amazon for delivering it on time,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
121,Great product,"It's been six month's I've using this product. Iam using designing software's, I don't think that any other mouse will perform better than this for design. My suggestion for design enginers usage.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
122,Good for day to day usage,"Using it for couple of months, easy to handle for day to day usage.  It is a three button mouse, scroll wheel is also a button and it works fine. I do not use it for gaming.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
